0.051267	0.69956	0.0026283	0.035864	0.48938	0.00013475	0.0018387	0.025089	0.34235	6.91E-06	9.43E-05	0.0012863	0.017551	0.2395	3.54E-07	4.83E-06	6.59E-05	0.00089981	0.012278	0.16754	1.82E-08	2.48E-07	3.38E-06	4.61E-05	0.00062947	0.0085894	0.11721	1
-0.092742	0.68494	0.0086011	-0.063523	0.46914	-0.00079768	0.0058912	-0.043509	0.32133	7.40E-05	-0.00054636	0.0040351	-0.029801	0.22009	-6.86E-06	5.07E-05	-0.00037423	0.0027638	-0.020412	0.15075	6.36E-07	-4.70E-06	3.47E-05	-0.00025632	0.0018931	-0.013981	0.10326	1
-0.21371	0.69225	0.045672	-0.14794	0.47921	-0.0097606	0.031616	-0.10241	0.33173	0.0020859	-0.0067567	0.021886	-0.070895	0.22964	-0.00044578	0.001444	-0.0046774	0.015151	-0.049077	0.15897	9.53E-05	-0.00030859	0.0009996	-0.0032379	0.010488	-0.033973	0.11005	1
-0.375	0.50219	0.14062	-0.18832	0.25219	-0.052734	0.07062	-0.094573	0.12665	0.019775	-0.026483	0.035465	-0.047494	0.063602	-0.0074158	0.009931	-0.013299	0.01781	-0.023851	0.03194	0.0027809	-0.0037241	0.0049873	-0.0066788	0.0089441	-0.011978	0.01604	1
-0.51325	0.46564	0.26343	-0.23899	0.21682	-0.1352	0.12266	-0.11128	0.10096	0.069393	-0.062956	0.057116	-0.051818	0.047011	-0.035616	0.032312	-0.029315	0.026596	-0.024128	0.02189	0.01828	-0.016584	0.015046	-0.01365	0.012384	-0.011235	0.010193	1
-0.52477	0.2098	0.27538	-0.1101	0.044016	-0.14451	0.057775	-0.023098	0.0092346	0.075836	-0.030319	0.012121	-0.004846	0.0019374	-0.039797	0.01591	-0.0063609	0.002543	-0.0010167	0.00040647	0.020884	-0.0083493	0.003338	-0.0013345	0.00053353	-0.0002133	8.53E-05	1
-0.39804	0.034357	0.15844	-0.013675	0.0011804	-0.063064	0.0054434	-0.00046985	4.06E-05	0.025102	-0.0021667	0.00018702	-1.61E-05	1.39E-06	-0.0099916	0.00086243	-7.44E-05	6.43E-06	-5.55E-07	4.79E-08	0.003977	-0.00034328	2.96E-05	-2.56E-06	2.21E-07	-1.91E-08	1.64E-09	1
-0.30588	-0.19225	0.093563	0.058805	0.03696	-0.028619	-0.017987	-0.011305	-0.0071056	0.008754	0.005502	0.0034581	0.0021735	0.001366	-0.0026777	-0.0016829	-0.0010578	-0.00066482	-0.00041785	-0.00026262	0.00081904	0.00051478	0.00032355	0.00020335	0.00012781	8.03E-05	5.05E-05	1
0.016705	-0.40424	0.00027906	-0.0067528	0.16341	4.66E-06	-0.00011281	0.0027298	-0.066057	7.79E-08	-1.88E-06	4.56E-05	-0.0011035	0.026703	1.30E-09	-3.15E-08	7.62E-07	-1.84E-05	0.00044607	-0.010794	2.17E-11	-5.26E-10	1.27E-08	-3.08E-07	7.45E-06	-0.00018032	0.0043635	1
0.13191	-0.51389	0.0174	-0.067787	0.26408	0.0022953	-0.0089418	0.034835	-0.13571	0.00030277	-0.0011795	0.0045951	-0.017901	0.06974	3.99E-05	-0.00015559	0.00060614	-0.0023614	0.0091994	-0.035839	5.27E-06	-2.05E-05	8.00E-05	-0.00031149	0.0012135	-0.0047275	0.018417	1
0.38537	-0.56506	0.14851	-0.21776	0.31929	0.057231	-0.083917	0.12305	-0.18042	0.022055	-0.032339	0.047418	-0.069528	0.10195	0.0084994	-0.012463	0.018274	-0.026794	0.039288	-0.057607	0.0032754	-0.0048027	0.0070421	-0.010326	0.01514	-0.0222	0.032551	1
0.52938	-0.5212	0.28024	-0.27591	0.27165	0.14836	-0.14606	0.14381	-0.14158	0.078536	-0.077323	0.076128	-0.074952	0.073793	0.041576	-0.040933	0.040301	-0.039678	0.039065	-0.038461	0.022009	-0.021669	0.021334	-0.021005	0.02068	-0.020361	0.020046	1
0.63882	-0.24342	0.40809	-0.1555	0.059253	0.2607	-0.099338	0.037852	-0.014423	0.16654	-0.063459	0.024181	-0.009214	0.003511	0.10639	-0.040539	0.015447	-0.0058861	0.0022429	-0.00085464	0.067963	-0.025897	0.0098679	-0.0037601	0.0014328	-0.00054596	0.00020804	1
0.73675	-0.18494	0.5428	-0.13625	0.034203	0.39991	-0.10039	0.025199	-0.0063255	0.29463	-0.073959	0.018565	-0.0046603	0.0011698	0.21707	-0.054489	0.013678	-0.0034335	0.00086187	-0.00021635	0.15993	-0.040145	0.010077	-0.0025296	0.00063499	-0.00015939	4.00E-05	1
0.54666	0.48757	0.29884	0.26654	0.23772	0.16336	0.1457	0.12995	0.11591	0.089304	0.079651	0.071041	0.063362	0.056513	0.048819	0.043542	0.038835	0.034637	0.030893	0.027554	0.026687	0.023803	0.02123	0.018935	0.016888	0.015063	0.013435	1
0.322	0.5826	0.10368	0.1876	0.33942	0.033386	0.060406	0.10929	0.19775	0.01075	0.019451	0.035193	0.063675	0.11521	0.0034616	0.0062632	0.011332	0.020503	0.037097	0.06712	0.0011146	0.0020167	0.0036489	0.0066021	0.011945	0.021613	0.039104	1
0.16647	0.53874	0.027712	0.089684	0.29024	0.0046133	0.01493	0.048316	0.15636	0.00076797	0.0024853	0.0080432	0.02603	0.08424	0.00012784	0.00041374	0.001339	0.0043332	0.014023	0.045383	2.13E-05	6.89E-05	0.0002229	0.00072135	0.0023345	0.007555	0.02445	1
-0.046659	0.81652	0.0021771	-0.038098	0.6667	-0.00010158	0.0017776	-0.031108	0.54438	4.74E-06	-8.29E-05	0.0014515	-0.0254	0.4445	-2.21E-07	3.87E-06	-6.77E-05	0.0011851	-0.02074	0.36294	1.03E-08	-1.81E-07	3.16E-06	-5.53E-05	0.00096769	-0.016934	0.29635	1
-0.17339	0.69956	0.030064	-0.1213	0.48938	-0.0052128	0.021032	-0.084854	0.34235	0.00090385	-0.0036467	0.014713	-0.059361	0.2395	-0.00015672	0.0006323	-0.0025511	0.010293	-0.041526	0.16754	2.72E-05	-0.00010963	0.00044233	-0.0017846	0.0072003	-0.02905	0.11721	1
-0.47869	0.63377	0.22914	-0.30338	0.40166	-0.10969	0.14522	-0.19227	0.25456	0.052507	-0.069518	0.092039	-0.12186	0.16133	-0.025135	0.033277	-0.044058	0.058332	-0.077229	0.10225	0.012032	-0.01593	0.02109	-0.027923	0.036969	-0.048945	0.064802	1
-0.60541	0.59722	0.36652	-0.36156	0.35667	-0.2219	0.21889	-0.21593	0.21301	0.13434	-0.13252	0.13073	-0.12896	0.12721	-0.081329	0.080229	-0.079144	0.078073	-0.077017	0.075975	0.049238	-0.048572	0.047915	-0.047266	0.046627	-0.045996	0.045374	1
